_1,_2,_3
0.183,0.724,0.276
2.831,2.096,2.342
6.71,6.604,6.423
4.828,4.936,4.949
0.984,0.877,0.67
2.491,2.611,2.081
0.294,0.129,0.712
0.418,0.475,0.325
0.573,0.248,0.5
2.263,2.075,2.92
4.734,4.445,4.082
4.705,4.241,4.677
2.23,2.58,2.984
6.062,6.489,6.61
2.421,2.331,2.702
4.403,4.706,4.348
8.479,8.167,8.209
4.989,4.589,4.442
0.801,0.017,0.934
8.005,8.678,8.253
8.762,8.923,8.105
4.657,4.013,4.298
2.831,2.354,2.894
8.886,8.524,8.441
4.582,4.58,4.156
6.722,6.677,6.595
4.784,4.245,4.288
8.188,8.48,8.104
2.4,2.132,2.045
4.688,4.186,4.693
6.79,6.757,6.703
8.081,8.769,8.629
8.447,8.39,8.801
6.97,6.089,6.849
0.487,0.923,0.672
8.965,8.326,8.509
2.678,2.122,2.684
6.581,6.042,6.459
2.405,2.824,2.435
2.15,2.758,2.488
8.19,8.227,8.394
6.139,6.377,6.812
2.974,2.758,2.67
0.767,0.529,0.871
8.86,8.143,8.813
8.909,8.685,8.884
6.316,6.939,6.699
6.847,6.426,6.701
4.215,4.062,4.507
8.281,8.182,8.847
8.066,8.091,8.293
4.296,4.275,4.706
2.54,2.824,2.274
2.223,2.258,2.1
8.983,8.8,8.005
2.439,2.593,2.312
8.811,8.051,8.918
4.013,4.588,4.55
6.401,6.461,6.637
8.196,8.505,8.335
8.023,8.366,8.287
2.024,2.787,2.736
0.258,0.695,0.928
8.939,8.934,8.547
0.135,0.733,0.423
8.24,8.41,8.557
2.195,2.934,2.488
2.772,2.252,2.607
2.986,2.88,2.505
2.248,2.082,2.524
6.43,6.369,6.272
0.228,0.08,0.542
2.85,2.484,2.792
8.241,8.805,8.531
0.736,0.444,0.802
2.64,2.422,2.845
0.681,0.218,0.564
6.929,6.115,6.121
4.204,4.11,4.954
4.71,4.734,4.271
2.713,2.134,2.244
2.96,2.279,2.842
8.018,8.041,8.609
6.335,6.275,6.016
0.727,0.178,0.496
4.206,4.748,4.144
4.475,4.121,4.347
0.97,0.336,0.49
6.544,6.716,6.926
6.214,6.74,6.439
4.008,4.348,4.924
0.154,0.688,0.781
2.919,2.281,2.323
0.178,0.696,0.546
6.254,6.577,6.749
6.708,6.521,6.809
4.584,4.879,4.743
4.634,4.429,4.592
8.951,8.265,8.451
8.701,8.227,8.828
6.191,6.406,6.556
6.784,6.487,6.597
6.7,6.25,6.896
8.183,8.143,8.732
2.861,2.251,2.842
2.498,2.55,2.011
6.708,6.129,6.595
8.813,8.567,8.59
0.192,0.605,0.675
4.55,4.944,4.152
0.945,0.086,0.129
0.282,0.773,0.335
2.557,2.806,2.82
8.319,8.354,8.699
4.499,4.278,4.174
6.441,6.719,6.149
4.308,4.27,4.648
4.436,4.627,4.761
0.124,0.494,0.168
8.96,8.542,8.181
0.72,0.707,0.895
0.235,0.281,0.786
0.237,0.851,0.941
8.052,8.018,8.469
8.34,8.141,8.615
4.46,4.036,4.98
0.865,0.054,0.311
0.927,0.318,0.096
6.531,6.251,6.668
8.581,8.06,8.358
0.881,0.588,0.228
4.391,4.939,4.393
6.135,6.943,6.261
0.485,0.455,0.396
0.355,0.428,0.129
4.194,4.392,4.66
4.727,4.137,4.153
8.418,8.587,8.689
6.311,6.498,6.997
6.491,6.722,6.493
6.033,6.124,6.485
0.802,0.532,0.603
0.697,0.235,0.569
4.253,4.637,4.772
2.478,2.214,2.468
2.158,2.481,2.576
4.251,4.047,4.636
8.053,8.248,8.973
4.345,4.147,4.464
6.055,6.666,6.059
0.717,0.181,0.717
4.055,4.516,4.754
4.93,4.957,4.559
6.758,6.782,6.587
4.148,4.39,4.77
4.506,4.229,4.386
6.793,6.712,6.267
2.306,2.456,2.596
2.654,2.206,2.135
4.6,4.238,4.172
4.73,4.354,4.407
2.105,2.702,2.92
2.026,2.548,2.754
0.19,0.461,0.064
2.141,2.708,2.682
2.598,2.508,2.973
4.555,4.351,4.736
6.344,6.722,6.356
8.544,8.331,8.927
8.387,8.85,8.58
8.76,8.63,8.961
0.546,0.263,0.614
6.522,6.042,6.849
4.656,4.738,4.456
8.676,8.219,8.993
2.755,2.03,2.455
0.527,0.728,0.64
0.569,0.155,0.085
2.604,2.311,2.236
0.728,0.486,0.344
2.66,2.754,2.041
6.374,6.388,6.914
6.552,6.986,6.515
0.39,0.722,0.677
6.729,6.33,6.073
2.053,2.319,2.848
6.208,6.389,6.054
2.68,2.992,2.37
2.198,2.235,2.193
0.327,0.313,0.495
2.017,2.756,2.544
6.765,6.62,6.93
8.296,8.847,8.673
6.841,6.574,6.165
8.787,8.735,8.643
2.504,2.148,2.352
0.503,0.672,0.868
8.825,8.69,8.482
4.788,4.875,4.155
2.189,2.526,2.596
8.879,8.799,8.806
4.505,4.885,4.306
0.864,0.228,0.105
8.033,8.824,8.912
2.593,2.925,2.138
6.108,6.107,6.245
2.339,2.877,2.761
4.076,4.135,4.34
2.365,2.414,2.255
0.193,0.956,0.653
4.297,4.06,4.464
4.157,4.967,4.004
2.343,2.056,2.46
6.556,6.59,6.871
8.287,8.491,8.909
6.314,6.32,6.283
4.74,4.733,4.064
6.854,6.061,6.103
0.373,0.997,0.503
2.15,2.168,2.433
6.81,6.539,6.705
6.041,6.705,6.466
0.92,0.801,0.709
2.85,2.787,2.62
8.072,8.572,8.775
8.324,8.176,8.295
4.473,4.404,4.993
0.995,0.925,0.896
0.176,0.674,0.028
0.447,0.901,0.44
4.407,4.2,4.413
0.92,0.581,0.337
2.249,2.587,2.369
6.829,6.237,6.74
0.002,0.209,0.966
8.416,8.643,8.11
4.537,4.884,4.9
6.27,6.274,6.041
0.726,0.724,0.211
0.599,0.892,0.152
6.848,6.602,6.111
8.157,8.598,8.948
0.183,0.118,0.372
0.978,0.967,0.461
6.034,6.093,6.165
0.097,0.061,0.161
0.622,0.36,0.745
0.969,0.358,0.378
8.119,8.919,8.279
8.043,8.757,8.002
2.094,2.073,2.739
0.263,0.296,0.931
6.251,6.287,6.196
4.452,4.741,4.673
4.546,4.988,4.583
6.304,6.489,6.518
0.775,0.086,0.913
8.127,8.79,8.672
6.046,6.49,6.21
4.348,4.381,4.991
2.57,2.998,2.263
6.344,6.913,6.295
8.317,8.459,8.172
2.128,2.568,2.903
4.377,4.586,4.612
2.67,2.125,2.556
6.007,6.339,6.007
6.181,6.71,6.208
2.536,2.694,2.966
8.015,8.437,8.957
4.546,4.383,4.345
8.72,8.987,8.642
8.387,8.682,8.522
0.752,0.617,0.994
8.55,8.235,8.479
0.474,0.633,0.162
2.858,2.137,2.489
8.787,8.697,8.056
0.027,0.355,0.903
8.833,8.435,8.453
4.008,4.33,4.847
6.056,6.872,6.02
2.126,2.497,2.338
6.827,6.297,6.271
0.723,0.336,0.525
4.739,4.572,4.711
2.985,2.197,2.556
2.042,2.099,2.452
6.479,6.375,6.159
4.608,4.924,4.832
8.722,8.11,8.061
0.291,0.775,0.256
6.789,6.759,6.601
0.709,0.423,0.055
4.401,4.232,4.585
0.793,0.322,0.633
6.178,6.112,6.493
2.155,2.952,2.984
0.805,0.134,0.755
2.783,2.936,2.869
8.96,8.421,8.981
6.187,6.397,6.557
2.363,2.341,2.981
4.487,4.357,4.959
6.206,6.92,6.067
4.662,4.629,4.585
6.172,6.211,6.923
2.997,2.002,2.928
8.503,8.034,8.738
4.371,4.515,4.327
0.039,0.268,0.083
2.585,2.968,2.509
2.646,2.247,2.133
8.621,8.89,8.691
2.572,2.696,2.688
4.093,4.662,4.181
4.818,4.818,4.321
4.461,4.244,4.744
6.5,6.982,6.826
4.119,4.866,4.926
6.381,6.538,6.784
0.1,0.61,0.477
2.604,2.548,2.422
6.032,6.626,6.1
8.689,8.061,8.389
4.608,4.877,4.361
0.437,0.763,0.384
2.406,2.709,2.499
2.117,2.535,2.481
8.136,8.992,8.332
0.086,0.801,0.754
6.105,6.682,6.238
4.27,4.187,4.852
4.635,4.268,4.982
8.8,8.874,8.963
8.238,8.839,8.877
6.429,6.573,6.506
4.787,4.697,4.94
8.637,8.679,8.874
8.217,8.306,8.165
8.243,8.08,8.319
2.675,2.97,2.979
6.006,6.926,6.659
2.814,2.335,2.131
4.165,4.295,4.707
0.649,0.304,0.007
2.732,2.282,2.518
8.306,8.213,8.486
6.935,6.472,6.504
0.607,0.667,0.592
0.019,0.274,0.859
8.291,8.339,8.944
8.291,8.8,8.723
2.5,2.127,2.293
4.674,4.095,4.566
4.72,4.05,4.004
6.394,6.927,6.594
2.211,2.083,2.908
8.67,8.546,8.294
6.691,6.125,6.665
2.541,2.157,2.329
4.046,4.676,4.833
2.422,2.431,2.429
4.38,4.76,4.998
0.296,0.666,0.984
2.341,2.826,2.785
6.198,6.926,6.903
4.143,4.213,4.063
2.535,2.574,2.488
4.83,4.922,4.405
0.095,0.682,0.581
2.195,2.488,2.432
8.835,8.906,8.113
8.657,8.504,8.977
4.442,4.515,4.26
4.214,4.674,4.74
6.523,6.509,6.463
8.205,8.784,8.278
6.281,6.584,6.507
2.752,2.076,2.776
6.15,6.956,6.742
4.21,4.732,4.123
6.502,6.696,6.825
0.23,0.17,0.891
6.839,6.922,6.472
2.754,2.993,2.207
0.142,0.755,0.983
8.289,8.805,8.189
8.564,8.348,8.035
6.32,6.301,6.145
8.72,8.422,8.384
8.323,8.54,8.438
2.477,2.66,2.389
4.916,4.19,4.257
0.457,0.929,0.098
0.845,0.303,0.542
8.143,8.608,8.145
2.635,2.994,2.201
0.589,0.75,0.45
6.974,6.026,6.788
8.599,8.423,8.978
6.272,6.335,6.873
4.089,4.408,4.261
0.726,0.223,0.352
2.641,2.798,2.864
4.145,4.202,4.505
6.28,6.19,6.219
4.455,4.774,4.82
8.638,8.159,8.689
6.654,6.038,6.899
2.265,2.416,2.296
8.674,8.649,8.443
4.721,4.997,4.466
4.288,4.27,4.88
0.691,0.771,0.418
2.491,2.557,2.227
2.619,2.932,2.549
4.435,4.594,4.905
2.562,2.417,2.715
8.887,8.424,8.672
6.997,6.634,6.42
2.935,2.423,2.907
8.982,8.093,8.527
4.928,4.717,4.474
0.578,0.097,0.495
8.78,8.67,8.987
2.002,2.409,2.022
6.071,6.445,6.803
4.678,4.139,4.229
4.375,4.224,4.545
4.375,4.076,4.668
0.546,0.03,0.012
6.593,6.21,6.583
2.025,2.86,2.844
4.537,4.469,4.174
4.651,4.383,4.886
8.196,8.522,8.737
6.386,6.491,6.473
6.778,6.132,6.832
4.004,4.64,4.772
0.409,0.444,0.946
2.353,2.71,2.729
2.722,2.853,2.015
8.328,8.144,8.746
8.945,8.649,8.773
0.821,0.675,0.494
2.276,2.033,2.937
0.891,0.009,0.55
8.001,8.041,8.1
2.554,2.542,2.298
4.318,4.788,4.356
4.115,4.065,4.26
8.662,8.63,8.856
0.196,0.372,0.791
4.889,4.929,4.207
2.406,2.427,2.001
2.0,2.708,2.484
0.407,0.999,0.966
2.295,2.427,2.489
0.384,0.766,0.951
2.185,2.206,2.675
0.526,0.454,0.54
6.102,6.921,6.205
0.487,0.863,0.083
8.334,8.484,8.618
6.478,6.585,6.81
4.252,4.844,4.382
6.262,6.088,6.055
0.27,0.965,0.552
2.034,2.98,2.693
2.221,2.446,2.927
6.211,6.971,6.288
0.363,0.215,0.882
2.105,2.512,2.095
2.141,2.983,2.337
2.27,2.919,2.103
2.495,2.799,2.7
6.938,6.609,6.748
8.596,8.106,8.347
8.791,8.821,8.475
2.319,2.424,2.778
8.518,8.608,8.595
2.501,2.066,2.337
6.326,6.342,6.437
8.331,8.546,8.788
2.004,2.959,2.9
0.688,0.863,0.872
0.325,0.254,0.054
4.291,4.273,4.105
2.98,2.788,2.041
0.202,0.019,0.569
0.225,0.075,0.321
4.65,4.494,4.959
0.776,0.124,0.387
6.85,6.567,6.946
0.461,0.826,0.762
0.979,0.329,0.967
8.477,8.889,8.435
8.147,8.476,8.105
8.087,8.717,8.472
0.769,0.839,0.563
4.396,4.477,4.006
0.021,0.357,0.016
4.364,4.258,4.019
4.079,4.572,4.031
0.991,0.587,0.076
8.275,8.507,8.673
4.192,4.327,4.366
4.94,4.484,4.297
8.241,8.584,8.375
2.058,2.49,2.331
8.486,8.884,8.805
8.829,8.062,8.93
8.821,8.42,8.816
2.538,2.957,2.586
0.382,0.907,0.579
6.825,6.984,6.577
6.157,6.764,6.632
0.215,0.338,0.506
6.386,6.887,6.798
4.047,4.955,4.395
4.552,4.4,4.151
0.095,0.291,0.676
0.121,0.064,0.097
6.722,6.872,6.752
6.289,6.009,6.114
0.534,0.614,0.588
2.362,2.784,2.118
0.976,0.946,0.185
8.707,8.266,8.836
2.258,2.613,2.043
0.419,0.159,0.512
2.503,2.599,2.244
6.284,6.134,6.098
8.083,8.192,8.223
2.477,2.438,2.906
0.04,0.505,0.416
8.639,8.796,8.372
2.995,2.36,2.638
6.807,6.43,6.907
0.208,0.058,0.503
0.187,0.793,0.21
6.095,6.767,6.849
8.922,8.816,8.995
6.002,6.969,6.659
8.865,8.0,8.7
4.128,4.833,4.983
6.08,6.916,6.245
2.504,2.562,2.254
0.813,0.752,0.31
4.125,4.779,4.266
4.637,4.501,4.343
2.769,2.569,2.046
4.224,4.233,4.271
4.314,4.649,4.259
4.844,4.243,4.667
2.155,2.807,2.618
8.026,8.146,8.831
6.857,6.34,6.326
8.414,8.154,8.664
6.022,6.401,6.739
0.19,0.357,0.619
4.76,4.966,4.322
2.512,2.039,2.863
2.476,2.176,2.889
6.197,6.193,6.815
8.95,8.13,8.96
0.757,0.676,0.657
6.632,6.273,6.567
4.387,4.536,4.505
6.107,6.565,6.609
8.576,8.031,8.586
2.176,2.073,2.362
0.66,0.565,0.736
4.491,4.12,4.69
2.68,2.138,2.755
4.779,4.06,4.894
2.101,2.386,2.232
4.167,4.972,4.956
6.619,6.635,6.786
8.112,8.937,8.712
2.43,2.946,2.17
6.921,6.383,6.779
6.17,6.207,6.302
6.97,6.192,6.717
2.883,2.353,2.838
4.827,4.294,4.562
2.209,2.547,2.257
2.328,2.647,2.546
4.033,4.661,4.353
6.422,6.564,6.762
0.293,0.704,0.526
4.241,4.148,4.951
8.752,8.651,8.956
6.295,6.413,6.899
6.449,6.951,6.537
4.479,4.057,4.34
2.607,2.621,2.606
6.427,6.358,6.467
2.695,2.739,2.162
2.423,2.394,2.012
6.127,6.762,6.374
6.042,6.648,6.428
0.184,0.547,0.728
6.127,6.005,6.43
4.184,4.87,4.006
8.788,8.068,8.224
4.53,4.719,4.441
8.595,8.836,8.168
0.985,0.426,0.024
2.698,2.669,2.187
2.364,2.103,2.28
2.855,2.77,2.616
4.48,4.468,4.841
0.814,0.314,0.374
4.578,4.42,4.414
4.235,4.735,4.845
8.221,8.833,8.522
0.105,0.443,0.915
2.725,2.435,2.077
2.233,2.204,2.144
4.929,4.495,4.946
2.309,2.49,2.159
8.294,8.969,8.971
6.365,6.177,6.583
6.518,6.089,6.241
0.558,0.706,0.336
2.05,2.81,2.721
6.935,6.934,6.898
2.556,2.914,2.912
8.704,8.133,8.91
2.042,2.761,2.685
2.555,2.134,2.938
6.063,6.861,6.961
8.185,8.709,9.0
0.02,0.765,0.781
6.648,6.122,6.744
0.253,0.512,0.253
8.356,8.851,8.656
2.471,2.033,2.273
4.441,4.528,4.728
0.478,0.07,0.82
6.685,6.432,6.767
6.382,6.313,6.604
6.558,6.968,6.278
2.858,2.784,2.184
6.162,6.076,6.915
0.853,0.423,0.703
2.17,2.453,2.622
6.154,6.755,6.497
8.949,8.539,8.125
4.469,4.891,4.894
6.269,6.458,6.135
6.605,6.164,6.172
8.185,8.307,8.133
4.112,4.596,4.447
4.373,4.583,4.966
4.558,4.636,4.416
8.436,8.731,8.861
2.769,2.444,2.51
2.629,2.574,2.516
8.908,8.36,8.615
0.598,0.572,0.179
4.431,4.195,4.303
2.767,2.508,2.014
4.958,4.559,4.995
8.593,8.937,8.609
6.525,6.093,6.454
4.923,4.887,4.286
4.24,4.556,4.262
8.755,8.82,8.015
4.229,4.826,4.285
2.603,2.484,2.05
4.512,4.526,4.717
6.121,6.92,6.256
4.295,4.205,4.794
2.052,2.23,2.901
4.854,4.949,4.82
8.324,8.045,8.902
8.52,8.785,8.103
8.345,8.288,8.38
4.832,4.991,4.063
0.162,0.035,0.679
0.195,0.521,0.56
8.073,8.051,8.466
6.733,6.03,6.118
0.039,0.303,0.813
0.834,0.532,0.394
4.783,4.367,4.772
2.231,2.456,2.434
8.239,8.391,8.073
8.152,8.952,8.698
6.106,6.428,6.315
4.986,4.68,4.82
4.099,4.624,4.533
8.27,8.824,8.911
4.139,4.879,4.073
0.839,0.451,0.456
8.55,8.539,8.114
6.5,6.208,6.464
4.511,4.869,4.631
4.841,4.874,4.453
8.647,8.856,8.944
6.935,6.684,6.585
6.49,6.175,6.816
8.647,8.164,8.788
8.349,8.791,8.329
4.635,4.018,4.867
0.916,0.778,0.719
0.052,0.448,0.838
0.074,0.611,0.552
0.387,0.64,0.329
6.513,6.362,6.395
0.327,0.621,0.774
6.67,6.128,6.937
2.384,2.615,2.769
6.059,6.849,6.296
4.774,4.0,4.246
6.043,6.523,6.004
6.917,6.544,6.968
0.71,0.499,0.717
0.659,0.785,0.554
0.35,0.655,0.391
2.858,2.127,2.928
0.144,0.695,0.243
0.521,0.014,0.399
6.937,6.68,6.693
6.792,6.462,6.429
0.051,0.196,0.682
4.014,4.931,4.825
8.961,8.169,8.32
4.174,4.312,4.537
6.32,6.804,6.338
4.136,4.778,4.745
0.994,0.262,0.056
2.397,2.484,2.295
2.667,2.474,2.583
4.012,4.761,4.346
2.679,2.648,2.331
8.756,8.735,8.324
2.01,2.466,2.547
4.339,4.31,4.399
2.825,2.554,2.699
0.624,0.01,0.805
0.657,0.012,0.153
6.533,6.812,6.974
8.55,8.018,8.758
2.031,2.599,2.863
4.734,4.364,4.267
2.666,2.677,2.367
8.682,8.239,8.483
2.752,2.35,2.448
0.364,0.465,0.204
6.236,6.153,6.869
2.476,2.591,2.065
8.388,8.826,8.127
0.329,0.451,0.219
2.894,2.114,2.634
6.905,6.041,6.656
4.97,4.949,4.507
8.572,8.956,8.399
4.458,4.962,4.318
2.054,2.954,2.495
0.396,0.566,0.539
0.147,0.742,0.218
6.301,6.074,6.345
8.194,8.408,8.12
0.552,0.041,0.846
4.861,4.361,4.69
8.407,8.751,8.308
2.932,2.607,2.009
2.09,2.419,2.648
0.642,0.877,0.24
0.362,0.82,0.457
6.862,6.921,6.912
2.5,2.445,2.647
0.992,0.319,0.96
6.377,6.561,6.037
8.513,8.069,8.344
0.524,0.015,0.763
2.185,2.873,2.122
4.717,4.596,4.528
4.518,4.697,4.906
6.523,6.38,6.153
0.262,0.091,0.801
2.126,2.743,2.917
6.568,6.824,6.222
0.096,0.508,0.907
0.335,0.168,0.345
4.808,4.399,4.783
4.006,4.033,4.461
6.289,6.352,6.707
6.752,6.107,6.552
8.191,8.029,8.163
2.275,2.525,2.327
0.479,0.229,0.97
2.181,2.808,2.484
8.166,8.07,8.814
2.921,2.717,2.639
8.952,8.456,8.995
8.271,8.023,8.752
0.41,0.987,0.387
4.731,4.007,4.388
0.115,0.363,0.274
8.353,8.206,8.609
6.397,6.192,6.519
0.181,0.22,0.183
4.667,4.795,4.031
0.097,0.927,0.977
6.707,6.454,6.508
0.228,0.282,0.362
4.715,4.886,4.559
0.728,0.655,0.092
0.406,0.748,0.561
6.152,6.382,6.163
0.729,0.564,0.953
0.445,0.964,0.342
8.739,8.254,8.852
4.732,4.059,4.383
0.45,0.749,0.804
2.76,2.717,2.236
2.86,2.117,2.606
8.661,8.895,8.834
0.237,0.684,0.261
8.191,8.14,8.143
8.031,8.872,8.304
6.737,6.614,6.135
2.082,2.015,2.593
8.66,8.514,8.781
4.798,4.637,4.783
2.206,2.453,2.266
4.858,4.344,4.662
6.759,6.269,6.103
6.243,6.886,6.846
6.146,6.644,6.546
6.639,6.447,6.237
2.84,2.944,2.618
0.579,0.424,0.29
6.107,6.842,6.415
6.238,6.799,6.261
6.689,6.552,6.015
2.125,2.74,2.024
6.278,6.579,6.867
2.869,2.422,2.533
4.231,4.311,4.792
0.422,0.904,0.928
2.992,2.298,2.016
4.205,4.071,4.651
4.865,4.792,4.796
2.609,2.449,2.311
6.76,6.636,6.653
8.308,8.509,8.487
6.341,6.793,6.243
8.331,8.021,8.645
4.769,4.887,4.398
4.366,4.334,4.349
2.916,2.855,2.281
2.896,2.754,2.562
6.524,6.925,6.631
6.884,6.678,6.203
0.9,0.147,0.178
8.347,8.354,8.699
6.313,6.875,6.187
2.336,2.07,2.579
8.683,8.834,8.966
2.993,2.548,2.919
2.584,2.149,2.985
6.185,6.322,6.574
0.695,0.351,0.127
4.504,4.17,4.919
2.642,2.444,2.623
0.135,0.043,0.774
6.228,6.262,6.419
6.43,6.941,6.354
4.691,4.398,4.577
8.719,8.764,8.55
8.771,8.147,8.296
0.997,0.275,0.551
8.16,8.881,8.685
2.013,2.005,2.726
4.535,4.218,4.063
0.884,0.291,0.526
2.13,2.992,2.048
2.216,2.346,2.193
8.543,8.853,8.8
0.137,0.664,0.673
8.435,8.862,8.401
6.608,6.704,6.519
4.434,4.165,4.91
0.537,0.048,0.513
6.389,6.006,6.993
8.913,8.273,8.705
0.193,0.336,0.405
8.64,8.122,8.232
0.024,0.18,0.157
2.077,2.013,2.038
4.854,4.664,4.207
6.315,6.542,6.438
2.627,2.256,2.399
8.766,8.714,8.977
0.552,0.5,0.75
0.306,0.312,0.242
6.268,6.426,6.454
6.473,6.34,6.409
8.045,8.807,8.088
2.446,2.723,2.469
0.364,0.682,0.43
4.52,4.52,4.554
8.329,8.832,8.496
0.511,0.777,0.679
6.316,6.634,6.778
8.246,8.621,8.16
6.966,6.507,6.964
6.106,6.94,6.473
8.696,8.303,8.845
4.303,4.971,4.433
6.17,6.804,6.961
6.733,6.682,6.169
2.425,2.278,2.561
6.816,6.691,6.923
6.978,6.985,6.718
4.767,4.907,4.155
8.071,8.734,8.405
6.828,6.733,6.036
0.168,0.925,0.94
0.237,0.68,0.812
8.101,8.173,8.893
2.597,2.97,2.355
0.118,0.798,0.102
2.992,2.359,2.43
4.039,4.398,4.579
2.095,2.629,2.058
4.937,4.957,4.093
0.056,0.04,0.917
6.576,6.25,6.418
4.863,4.697,4.538
8.986,8.243,8.665
4.965,4.55,4.186
2.177,2.006,2.478
0.699,0.673,0.181
4.009,4.103,4.516
4.848,4.104,4.571
2.868,2.133,2.467
8.927,8.846,8.384
2.472,2.165,2.576
4.178,4.657,4.987
4.245,4.584,4.143
2.828,2.45,2.484
4.671,4.733,4.67
4.044,4.934,4.196
0.205,0.493,0.632
6.973,6.828,6.7
2.391,2.839,2.272
6.978,6.861,6.664
2.128,2.872,2.145
8.568,8.791,8.819
8.96,8.409,8.283
6.687,6.683,6.987
0.553,0.761,0.74
4.858,4.047,4.122
0.482,0.006,0.454
8.542,8.592,8.806
4.512,4.937,4.881
4.352,4.105,4.771
2.898,2.418,2.592
6.625,6.252,6.966
8.87,8.755,8.737
0.701,0.269,0.277
6.795,6.505,6.941
8.932,8.956,8.256
8.988,8.534,8.751
6.108,6.9,6.711
8.632,8.092,8.77
8.776,8.449,8.453
4.209,4.673,4.275
6.568,6.141,6.88
4.81,4.804,4.851
8.93,8.751,8.784
8.715,8.503,8.474
6.111,6.338,6.187
0.736,0.115,0.416
0.025,0.772,0.796
6.896,6.845,6.112
2.007,2.014,2.051
4.508,4.349,4.822
6.469,6.744,6.232
8.804,8.493,8.873
4.528,4.663,4.55
2.679,2.675,2.065
4.631,4.036,4.257
6.846,6.354,6.173
0.607,0.514,0.997
6.531,6.665,6.218
6.298,6.516,6.547
6.641,6.219,6.427
8.913,8.683,8.868
4.626,4.901,4.148
6.945,6.048,6.339
8.984,8.194,8.861
2.721,2.947,2.63
2.634,2.913,2.832
0.938,0.468,0.912
6.657,6.137,6.273
0.842,0.062,0.082
8.706,8.167,8.636
4.197,4.891,4.414
2.129,2.657,2.113
6.298,6.053,6.73
2.531,2.317,2.569
2.596,2.15,2.566
2.609,2.21,2.107
8.339,8.014,8.008
0.116,0.627,0.978
8.183,8.903,8.498
8.03,8.229,8.406
6.023,6.82,6.214
4.847,4.763,4.177
6.453,6.79,6.347
2.495,2.978,2.838
4.93,4.832,4.334
0.635,0.928,0.362
2.131,2.205,2.106
0.211,0.484,0.186
2.955,2.301,2.895
8.411,8.542,8.074
6.977,6.259,6.884
8.46,8.693,8.343
6.671,6.778,6.998
4.207,4.839,4.993
8.59,8.864,8.225
4.381,4.68,4.481
0.367,0.758,0.521
0.543,0.138,0.903
4.505,4.189,4.51
0.681,0.564,0.572
6.191,6.177,6.111
0.1,0.466,0.789
2.055,2.459,2.132
8.589,8.658,8.153
6.887,6.176,6.855
4.277,4.322,4.135
6.285,6.236,6.368
0.264,0.059,0.432
6.196,6.473,6.038
2.434,2.544,2.7
4.896,4.369,4.008
4.303,4.705,4.008
6.173,6.692,6.737
0.46,0.609,0.651
8.512,8.512,8.448
8.888,8.766,8.266
6.268,6.314,6.043
4.714,4.724,4.302
2.802,2.91,2.476
6.111,6.327,6.835
0.559,0.081,0.798
6.76,6.778,6.427
2.198,2.477,2.351
0.686,0.454,0.467
2.256,2.76,2.457
4.705,4.223,4.449
0.405,0.853,0.194
8.55,8.177,8.976
2.811,2.775,2.649
2.73,2.033,2.167
6.768,6.734,6.634
0.504,0.389,0.978
6.122,6.787,6.187
8.591,8.316,8.596
0.138,0.249,0.453
2.287,2.847,2.583
8.933,8.648,8.305
4.138,4.59,4.869
6.958,6.328,6.948
2.65,2.809,2.603
8.987,8.743,8.424
8.96,8.65,8.974
0.837,0.462,0.975
0.659,0.097,0.682
6.951,6.7,6.457
2.871,2.017,2.238
0.545,0.709,0.991
6.508,6.202,6.011
0.535,0.285,0.169
6.276,6.846,6.853
0.726,0.822,0.654
8.2,8.021,8.139
6.652,6.06,6.908
4.213,4.258,4.581
8.001,8.164,8.943
2.974,2.166,2.479
8.107,8.012,8.268
6.953,6.033,6.928
0.559,0.27,0.149
6.416,6.28,6.037
4.371,4.549,4.908
8.939,8.118,8.598
0.969,0.455,0.35
0.714,0.309,0.957
2.39,2.471,2.252
2.958,2.786,2.807
8.601,8.744,8.014
4.17,4.6,4.959
8.062,8.829,8.029
8.934,8.845,8.306
8.001,8.919,8.161
8.421,8.553,8.14
6.199,6.152,6.281
6.036,6.978,6.16
8.267,8.387,8.086
4.131,4.362,4.17
6.221,6.474,6.866
2.9,2.086,2.375
2.99,2.182,2.222
2.283,2.612,2.75
4.895,4.512,4.82
8.533,8.121,8.622
6.989,6.735,6.316
4.243,4.333,4.159
0.397,0.131,0.13
8.722,8.238,8.734
0.001,0.906,0.58
4.327,4.696,4.894
0.654,0.822,0.476
2.571,2.55,2.741
6.527,6.211,6.153
2.348,2.156,2.18
0.715,0.024,0.187
0.316,0.788,0.21
2.543,2.896,2.111
6.629,6.334,6.478
8.276,8.786,8.92
8.703,8.891,8.338
0.885,0.124,0.069
2.935,2.653,2.164
4.438,4.592,4.407
8.782,8.234,8.187
2.962,2.378,2.639
2.184,2.976,2.945
4.395,4.239,4.304
4.327,4.62,4.966
2.973,2.419,2.114
0.322,0.395,0.436
8.572,8.707,8.925
2.778,2.902,2.306
8.469,8.964,8.911
4.79,4.765,4.669
0.912,0.049,0.894
2.22,2.08,2.336
8.664,8.114,8.128
2.82,2.736,2.995
8.066,8.234,8.097
6.703,6.493,6.639
8.228,8.6,8.896
6.994,6.99,6.237
4.683,4.773,4.025
0.08,0.086,0.106
0.278,0.568,0.269
2.797,2.192,2.777
6.665,6.691,6.358
8.745,8.309,8.502
0.753,0.098,0.474
0.122,0.234,0.517
8.289,8.884,8.83
6.875,6.4,6.215
